id,name,name_local,country,region,municipality,population_current,population_scale,purpose,theme,start_year,end_year,status_current,actor_type,lead_actor,component_types,components,latest_source_year,elapsed_years,follow_up,follow_up_note,single_outlet,self_reported,source_count,source_urls,unknown_fields,image_url,image_credit,last_verified,url
be-0005,川の曲がりに市立図書館を建て、実験室とラジオスタジオを同じ建物に入れた,De Krook,ベルギー,東フランデレン州,ヘント,273790,25万超,誇りをつくる,学校・公共施設,2017,,継続中,混合,ヘント市・ヘント大学・imec（フランデレン政府と東フランデレン州の支援）,hard,川の曲がりに図書館を建てる｜市と大学と研究所が力を合わせる｜実験室とラジオ局を同居させる｜子どもの区画を地下に置く,2026,9,濃い,VRT は2026年4月18日に、図書館のわきに架けた歩行者と自転車の橋が8年にわたって半分のまま使われていないと伝えている。同記事によれば、2020年に裁判官がこの橋は違法に建てられたもので取り壊すべきだと判断したが、6年たっても実行されておらず、建てられていない2本目の部分の許可も取り消された。橋の工事には200万ユーロを超える費用がかかっている。,true,,3,https://www.vrt.be/vrtnws/nl/2017/03/10/de_krook_bibliotheekenbalkonopgentopentdedeuren-1-2914118/｜https://www.vrt.be/vrtnws/nl/2024/01/08/bibiliotheek-van-de-toekomst-de-krook-gent/｜https://www.vrt.be/vrtnws/nl/2026/04/15/steve-bikobrug-gent-krook-bibliotheek-voetgangers-fietsers-recht/,,https://images.vrt.be/vrtnws_share/2017/03/10/f14bce67-05a1-11e7-8699-00163edf48dd.jpg,VRT NWS,2026-08-19,https://yusu0326.github.io/terroir-site/p/be-0005.html
br-0001,港の歴史地区の古い建物にIT企業を入れた,Porto Digital,ブラジル,ペルナンブコ州,Recife,1488920,25万超,商いを起こす,空き家・空き店舗・遊休不動産,2000,,継続中,混合,Núcleo de Gestão do Porto Digital (NGPD),hybrid,港の歴史地区にIT企業を集めた｜古い建物を修復して事務所にした｜州と市と大学が共同で運営した｜企業に税の優遇を与えて誘致した,2026,26,濃い,"2000年に始まり、20年目の2020年12月時点で344社・雇用1万1,600人だった。2023年の売上は54億レアル、2024年は62億レアルで、2018年から2024年で226%増えたと報じられている。2025年10月時点で475社が入り、2万1千人以上が働いている。",,,5,https://www.diariodepernambuco.com.br/noticia/economia/2020/12/porto-digital-completa-20-anos-com-historia-consolidada-mas-mira-no-f.html｜https://www.diariodepernambuco.com.br/noticia/economia/2024/04/porto-digital-cresce-14-em-2023-e-passa-de-18-mil-colaboradores.html｜https://www.diariodepernambuco.com.br/noticia/economia/2024/04/o-ecossistema-bilionario-do-porto-digital.html｜https://agenciabrasil.ebc.com.br/economia/noticia/2025-10/porto-digital-reune-475-empresas-de-tecnologia-em-recife｜https://www.diariodepernambuco.com.br/economia/2026/01/11703517-porto-digital-recife-se-consolida-como-polo-tecnologico-no-pais.html,,https://midias.diariodepernambuco.com.br/static/app/noticia_127983242361/2024/04/15/950737/20240415073734845646a.png,Diario de Pernambuco,2026-08-16,https://yusu0326.github.io/terroir-site/p/br-0001.html
br-0002,都心の高架道路を条例で公園にした,Minhocão,ブラジル,サンパウロ州,São Paulo,11451999,25万超,歩けるようにする,交通・道路・駅,2018,,継続中,行政,Prefeitura de São Paulo,soft,週末と祝日は車を通さない｜平日も夜20時から閉じる｜条例で市の公園として位置づけた,2025,7,濃い,"2018年2月に公園化の条例が認可され、2019年2月には3,800万レアルで線形公園に変える構想が示されたが、予定されていた2020年12月の完成を伝える記録は確認できなかった。2024年の基本計画は2029年までの高架の廃止を定めており、2025年6月時点で撤去の費用と影響が議論されている。",true,,4,https://agenciabrasil.ebc.com.br/geral/noticia/2018-02/doria-sanciona-lei-que-institui-o-parque-muncipal-do-minhocao｜https://agenciabrasil.ebc.com.br/geral/noticia/2019-02/prefeitura-quer-transformar-o-minhocao-em-parque-linear｜https://agenciabrasil.ebc.com.br/geral/noticia/2021-12/minhocao-de-sao-paulo-faz-50-anos-e-ganha-galeria-de-arte-urbana｜https://agenciabrasil.ebc.com.br/geral/noticia/2025-06/especialistas-debatem-impactos-da-desativacao-do-minhocao-em-sao-paulo,funding_scale,https://imagens.ebc.com.br/8xqukeJlQ-xnzcKuKTu28EpKoGE=/1600x800/https://agenciabrasil.ebc.com.br/sites/default/files/atoms/image/1107475-rvrsa_abr_01172012763820180208.jpg?itok=ZLlm4k1q,Agência Brasil,2026-08-16,https://yusu0326.github.io/terroir-site/p/br-0002.html
br-0003,150年の鉄の市場を直しながら、売り手を仮設に移して続けさせた,Mercado de São José,ブラジル,ペルナンブコ州,レシフェ,1488920,25万超,誇りをつくる,商店街・市場,2018,,継続中,行政,レシフェ市（都市サービス公社 Csurb ／インフラ局 SEINFRA ／都市化公社 URB）,hard,鋳鉄の構造と建具を修復した｜売り手を仮設の上屋に移した｜移らない売り手に月3千レアルを払った｜工事に合わせて発掘調査を入れた,2025,7,濃い,2018年7月に880万レアルの再整備が発表され、2024年1月に工芸品売り場が第1期工事に入って約100人の売り手が仮設に移った。2024年10月に始まった発掘調査で30体以上の人骨が出て、敷地が墓地だったことが分かった。2025年9月、市長は全体の完成を2027年と述べている。,true,,5,https://www.diariodepernambuco.com.br/noticia/vidaurbana/2018/07/mercado-de-sao-jose-sera-requalificado-e-transformado-em-polo-de-atrac.html｜https://www.diariodepernambuco.com.br/noticia/vidaurbana/2024/01/comerciantes-de-artesanato-do-mercado-de-sao-jose-passam-a-trabalhar-e.html｜https://www.diariodepernambuco.com.br/noticia/vidaurbana/2025/04/mercado-de-sao-jose-era-um-cemiterio-aponta-pesquisa-arqueologica.html｜https://www.diariodepernambuco.com.br/vida-urbana/2025/06/7792668-mercado-de-sao-jose-150-anos-de-ferro-memoria-e-resistencia-popular.html｜https://www.diariodepernambuco.com.br/vida-urbana/2025/09/11696699-mercado-de-sao-jose-deve-ter-obra-finalizada-ate-2027-diz-prefeitura-do-recife.html,,https://www.diariodepernambuco.com.br/_midias/jpg/2025/06/23/600x400/1_mercado_de_sao_jose-664814.jpeg,Diario de Pernambuco,2026-08-17,https://yusu0326.github.io/terroir-site/p/br-0003.html
br-0004,住民組織が自分たちで数え、9年続けて数字を出し続けた,Redes da Maré,ブラジル,リオデジャネイロ州,リオデジャネイロ（マレ地区）,6211223,25万超,住民が決める,デジタル・情報発信,2013,,継続中,NPO,Redes da Maré（創設者・理事 Eliana Sousa Silva）,soft,地区の全戸調査を自分たちで行った｜警察活動の記録を毎年集計した｜学校と保健所の閉鎖日数を数えた｜結果を番号付きの年次報告で出した,2026,13,濃い,2013年に始めた全戸調査が2019年10月8日に「マレ国勢調査」として刊行された。治安についての年次報告は2026年3月に第9号を数え、2016年から2025年の10年で警察活動231回・死者160人を集計している。2025年の警察活動は16回・死者12人だった。,true,,3,https://agenciabrasil.ebc.com.br/educacao/noticia/2019-10/rj-pesquisa-aponta-que-mare-precisa-reforcar-educacao-para-jovens｜https://agenciabrasil.ebc.com.br/direitos-humanos/noticia/2025-03/complexo-da-mare-teve-42-operacoes-policiais-e-20-mortos-em-2024｜https://agenciabrasil.ebc.com.br/direitos-humanos/noticia/2026-03/operacoes-policiais-na-mare-deixaram-160-mortes-em-dez-anos,funding_scale,https://imagens.ebc.com.br/On1caa76h0BzyFn39_2QfcSwee0=/1600x800/https://agenciabrasil.ebc.com.br/sites/default/files/thumbnails/image/909324-mare_ocupacao_7_0.jpg?itok=gnYRUDMf,Agência Brasil,2026-08-17,https://yusu0326.github.io/terroir-site/p/br-0004.html
br-0005,地区の中だけで使える通貨を作り、買い物を地区に戻した,Banco Palmas,ブラジル,セアラ州,フォルタレザ（コンジュント・パルメイラス地区）,2428708,25万超,お金を地域で回す,商店街・市場,1998,,継続中,住民組織,コンジュント・パルメイラス住民協会（のちの Instituto Palmas。調整役 Joaquim de Melo Neto）,soft,地区の中だけで使える紙の通貨を出した｜住民協会が小口の融資を行った｜地区の生産と消費を2年ごとに調べた｜紙の通貨を携帯の決済に移した,2020,22,濃い,"1998年1月に資本2,000レアルで住民協会が銀行を始め、2000年代初めから紙の地域通貨を出した。1997年から2009年で地区内での買い物は20%から93%に反転したとされる。2017年の論文は、15年たって通貨の流通そのものは目立って減った一方、地区内での消費は高いままだという「逆説」を指摘している。",,,4,https://www.scielo.br/j/cebape/a/xkJX7X738ByCfDLXW8KFKjc/?format=html&lang=pt｜https://www.scielo.br/j/rbeur/a/ry9rxsg4Z8wnrXnGnWVMVtv/?format=html&lang=pt｜https://www.scielo.br/j/ccrh/a/zVQwwSVg3DJ4nkWyBGwyvGK/?format=html&lang=pt｜https://www.scielo.br/j/rac/a/n3TkXYtmk8kqRBXvrdxSp9c/?format=html&lang=pt,funding_scale,https://bancopalmas.com/files/2024/08/correspondente-bancario-banco-palmas.jpg,Instituto Banco Palmas,2026-08-17,https://yusu0326.github.io/terroir-site/p/br-0005.html
br-0006,ファヴェーラの使われていない斜面を菜園にし、収穫の半分を地区に配る規定をつけた,Hortas Cariocas,ブラジル,リオデジャネイロ州,リオデジャネイロ市,6211223,25万超,お金を地域で回す,農林水産・食,,,継続中,混合,リオデジャネイロ市（Prefeitura do Rio）と各地区の住民。菜園は住民が維持し、市が支える,hybrid,使われていない土地を畑にした｜収穫の半分を学校と困窮世帯に配る｜残り半分の販売益を参加者で分ける｜受益世帯を住民組織が指名する,2026,,濃い,開始年は出典から確認できず、報道は2014年から2026年にわたる。2014年に市内30か所と報じられ、2026年には84か所になった。2023年の論文は2007年から2019年の生産効率を測り、2012年と2016年に山があったとしている。,,,3,https://agenciabrasil.ebc.com.br/geral/noticia/2014-09/hortas-comunitarias-se-multiplicam-pelas-comunidades-do-rio-sabado｜https://www.scielo.br/j/csc/a/wchdxTNXCzPGv67zTbFnByw/?lang=pt｜https://agenciabrasil.ebc.com.br/saude/noticia/2026-03/horta-comunitaria-reune-memoria-cuidado-e-cidadania-em-favela-do-rio,start_year｜elapsed_years｜funding_scale,https://imagens.ebc.com.br/UgLnbZWpmvCFyi6qFG-wfTIQyZ8=/1600x800/https://agenciabrasil.ebc.com.br/sites/default/files/thumbnails/image/2026/03/26/_rbr7289.jpg?itok=NppHXKMw,Agência Brasil,2026-08-17,https://yusu0326.github.io/terroir-site/p/br-0006.html
br-0007,手押し車で資源ごみを集めていた人たちに電動三輪車と予約制の回収路を渡した,Re-ciclo,ブラジル,セアラ州,フォルタレザ（2025年11月の再開時点で27地区）,2428708,25万超,お金を地域で回す,エネルギー・資源循環,2020,,継続中,混合,フォルタレザ市。設計は科学技術革新財団（Citinova）の革新研究室（LABIFOR）、2025年の再開時の実施は保全・公共サービス局（SCSP）。回収は市内の廃品回収者（catadores）の団体が担う,hybrid,電動三輪車で戸口から集める｜予約はウェブとアプリで受ける｜回収者の団体に材料を渡す｜エコポイントで選別と洗浄をする｜日額の食費と交通費を出す｜回収量を記録して交渉に使う,2025,5,濃い,2020年に回収者の研修と自転車の配布から始まり、2022年9月に5地区で本格運用に入った。2024年9月に WRI の大賞を受けたが、2025年に資金の交付が止まって約5か月動かず、2025年11月7日に27地区で再開している。,,,6,https://www.conceituado.com/noticias/educacao/com-expectativa-de-coletar-350-toneladas-de-residuos-re-ciclo-facilita-descarte-de-reciclaveis-em-fortaleza/｜https://www.wri.org/insights/e-tricycles-power-recycling-revolution-in-fortaleza-brazil｜https://www.wri.org/news/release-re-ciclo-wins-grand-prize-2023-2024-wri-ross-center-prize-cities｜https://portalterradaluz.com.br/noticias/sustentabilidade-prefeitura-de-fortaleza-vence-premio-wri-ross-center-for-cities-com-o-projeto-re-ciclo/｜https://diariodonordeste.verdesmares.com.br/ceara/projeto-de-coleta-seletiva-por-aplicativo-feita-por-catadores-de-fortaleza-e-suspenso-1.3692438｜https://portalterradaluz.com.br/noticias/meio-ambiente-programa-re-ciclo-e-retomado-em-fortaleza-com-bonificacoes-e-atendimento-a-27-bairros/,,https://files.wri.org/d8/s3fs-public/styles/1222x722/s3/2024-09/fortaleza-eco-point.jpg?VersionId=m441P0cDFzW6R4sAXxPVdShHa_E9Ah0t&h=a1e1a043&itok=6eGWk0jd,World Resources Institute,2026-08-19,https://yusu0326.github.io/terroir-site/p/br-0007.html
br-0008,施設を建てる代わりに、すでに地域でやっている文化の活動そのものに国が金を出した,Programa Cultura Viva,ブラジル,全国（ブラジル全土）,全国の市町村（出典に出る例はサルバドール市とアラゴアス州パン・ジ・アスーカル市）,,不明,住民が決める,文化・アート・祭り,2004,,継続中,混合,文化省（MinC）と、各地の非営利団体・文化の集まり。Perfil Brasil（2026年3月31日）によれば、2004年から2010年まで文化省にいたセリオ・トゥリーノ氏が Cultura Viva の考え方をまとめた。Nonada（2024年7月10日）によれば、実際の担い手である ponto de cultura は非営利団体や文化の集まりが作った地域に根ざした場である,soft,すでにある活動に直接お金を出す｜何に使うかを先に決めない｜担い手が3年分の計画を出す｜公募で選び全国に散らす｜州と市に資金と事務を移す,2026,22,濃い,2004年に始まり、2013年の論文が会計報告の詰まりを指摘し、2023年に立て直しの式が開かれ、2024年7月に20年を迎えた。同月、全国委員会が未払いの賞金の支払いを求める文書を出している。,,,6,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0011-52582013000200004&lng=en&tlng=en｜https://educacaoeterritorio.org.br/reportagens/historiador-celio-turino-lanca-livro-sobre-pontos-de-cultura-da-america-latina/｜https://www.brasildefato.com.br/2023/09/06/lei-aldir-blanc-2-tornara-a-cultura-viva-e-os-pontos-de-cultura-do-tamanho-do-brasil/｜https://www.nonada.com.br/2024/07/20-anos-de-cultura-viva-pontos-de-cultura-lancam-manifesto-com-desafios-e-propostas/｜https://observatoriodadiversidade.org.br/revista/index.php/odc/article/view/44｜https://brasil.perfil.com/perfil-poder/celio-turino-a-jornada-do-historiador-que-transformou-o-fazer-cultural-em-politica-de-estado.phtml,population_current｜population_scale｜funding_scale,https://www.nonada.com.br/wp-content/uploads/2022/11/AL_Pao-de-Acucar-Arte-em-Movimento.jpg,Nonada Jornalismo,2026-08-19,https://yusu0326.github.io/terroir-site/p/br-0008.html
br-0009,住民の総会で予算の使い道を決める仕組みを作り、30年後に総会が5年止まった,Orçamento Participativo de Porto Alegre,ブラジル,リオグランデ・ド・スル州,ポルトアレグレ,1332845,25万超,住民が決める,デジタル・情報発信,1989,,縮小,行政,ポルトアレグレ市。Brasil de Fato（2020年6月23日）によれば、1989年の最初の回を実施した班を統括したのはルシアーノ・フェドッジ氏で、当時の市政は労働者党のオリビオ・ドゥトラ氏だった,soft,地域ごとに総会を開く｜住民が事業を選んで順位を付ける｜評議会が投資計画に関わる｜前年までの積み残しを持ち越す｜地域フォーラムを常設にする,2023,34,濃い,1989年に始まり、2016年を最後に新規の要望の登録が止まった。2017年と2018年は総会が中止され、2020年と2021年は感染症で止まり、2022年に再開した。2021年の世界の調査は、ポルトアレグレの仕組みは事実上消滅したと評している。,,,6,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-62762008000100002｜https://www.brasildefato.com.br/2020/06/23/pandemia-pode-enterrar-de-vez-o-orcamento-participativo-em-porto-alegre/｜http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2236-99962021000100399&tlng=pt｜https://www.jornaldocomercio.com/_conteudo/colunas/pensar_a_cidade/2021/12/824553-atlas-mundial-ve-extincao-do-op-em-porto-alegre.html｜https://www.brasildefato.com.br/2022/03/30/orcamento-participativo-saiu-das-maos-da-comunidade-diz-ex-prefeito-de-porto-alegre-raul-pont/｜https://www.jornaldocomercio.com/colunas/pensar-a-cidade/2023/08/1121196-demandas-do-op-e-emendas-de-vereadores-terao-atendimento-prioritario-em-porto-alegre.html,,https://www.jornaldocomercio.com/_midias/jpg/2016/11/09/pb091116_op2_04-1372373.jpg,Jornal do Comércio,2026-08-19,https://yusu0326.github.io/terroir-site/p/br-0009.html
ch-0001,国境をまたぐ鉄道を通し、車で越えていた通勤を電車に移した,Léman Express,スイス,ジュネーヴ州・ヴォー州（フランス側はアン県・オート＝サヴォワ県）,ジュネーヴ（Grand Genève・越境圏）,,不明,歩けるようにする,交通・道路・駅,2019,,継続中,行政,フランスとスイスの当局、運行は Lémanis,hard,国境をまたぐ新線を敷く｜45の駅を1つの網につなぐ｜越境の共通運賃を作る｜運行間隔を詰めて本数を増やす｜車の越境通勤を電車に移す,2025,6,濃い,2020年12月の Léman Bleu は、ストとコロナで初年度の利用が見込みを大きく下回ったと報じている。同記事は別に、年初は技術的な不具合で最大1割の列車が一部または全部運休したとも書いている。2022年6月の Radio Lac は、1日5万人の目標が2021年に2年前倒しで達成されたと報じている。,,,3,https://www.lemanbleu.ch/fr/News/Une-premiere-annee-mouvementee-pour-le-Leman-Express.html｜https://www.radiolac.ch/actualite/geneve/les-effets-du-leman-express-sur-la-mobilite-dans-le-grand-geneve/｜https://nosalpes.eu/fr/2025/06/16/leman-express-cinq-ans-de-transport-transfrontalier-entre-la-france-et-la-suisse/,population_current｜population_scale,https://nosalpes.eu/wp-content/uploads/2025/06/Leman_Express-en-Gare_de_Russin-c-CC-BY-SA-4_0-Guilhem-Vellut-WikiCommons.jpg,Nos Alpes,2026-08-19,https://yusu0326.github.io/terroir-site/p/ch-0001.html
ch-0002,学生が住宅協同組合を作り、空いている住戸を借りながら自前の建物も建てた,La Ciguë,スイス,ジュネーヴ州,ジュネーヴ,,不明,住む人を増やす・戻す,住まいと暮らし（住宅・医療・福祉・子育て）,1986,,継続中,NPO,学生が作った非営利の住宅協同組合 La Ciguë,hybrid,学生が非営利の住宅協同組合を作る｜空いている住戸を借りて共同住居にする｜協同組合みずから建物を建てる｜入居者が運営の委員会を持つ｜入居時に社会持分を1か月分払う,2026,40,濃い,Le Courrier は2026年4月14日に、協同組合が40年を迎える4月18日の3日前に、PAV（プレイユ＝アカシア＝ヴェルネ）の最初の街区でこれまでで最大の建物をレ・ヴェルネに開くこと、借り受けた建物を減らして所有する建物を増やす方向にあることを書いている。,,,4,https://basta.media/logement-etudiant-une-cooperative-contre-le-racket-locatif｜https://www.espazium.ch/fr/actualites/world-habitat-award-2024-la-cigue-recompensee｜https://lecourrier.ch/2025/05/26/a-la-cigue-des-logements-sous-tension/｜https://lecourrier.ch/2026/04/14/a-40-ans-la-cigue-change-dechelle/,population_current｜population_scale,https://lecourrier.ch/content/uploads/2025/05/henri-bordier_6e03f72eaa6bf86a4dbc571fbf78e63f.jpg,Le Courrier,2026-08-20,https://yusu0326.github.io/terroir-site/p/ch-0002.html
cl-0001,"5,000人以上の都市を対象から外した農村向け住宅補助をつくり、既存の家の改修まで入れた",Programa de Habitabilidad Rural,チリ,全国（チリ全土）,"人口5,000人未満の農村・都市の集落（出典に出る例はビオビオ州とマウレ州サンラファエル）",,5万人未満,住む人を増やす・戻す,住まいと暮らし（住宅・医療・福祉・子育て）,2015,,継続中,行政,住宅都市計画省（MINVU）。地方では住宅都市計画公社（SERVIU）と農村管理事業体（Entidad de Gestión Rural）が実務を担う,hybrid,"人口5,000人以下の集落に限った｜農村管理事業体が申請を代行する｜既存住宅の改修と増築も対象にした｜60歳以上は自己貯蓄を免除した｜太陽光や太陽熱の設備に加点した｜個人でも共同でも申請できる",2025,10,濃い,"2015年の政令第10号で始まった。2018年にチリ大学住宅研究所の寄稿が選定の加点方式を取り上げ、2024年に World Habitat Awards で2位、2025年10月には8,659戸の引き渡しと完了が発表されている。",,,5,https://invi.uchilefau.cl/habitabilidad-rural/｜https://www.diarioconcepcion.cl/economia/2020/10/22/minvu-anuncia-inversion-por-4-mil-millones-para-subsidio-rural-en-biobio.html｜https://www.cnnchile.com/pais/world-habitat-awards-programa-minvu-premio-internacional_20240104/｜https://colegioarquitectos.com/?p=31362｜https://www.diarioconcepcion.cl/economia/2025/10/26/minvu-cumple-meta-del-programa-de-habitabilidad-rural-y-la-supera-en-5.html,population_current,https://assets.diarioconcepcion.cl/2025/10/Minvu-cumple-meta-del-Programa-de-Habitabilidad-Rural-y-la-supera-en-5-1.jpeg,Diario Concepción,2026-08-19,https://yusu0326.github.io/terroir-site/p/cl-0001.html
cl-0002,荒れた地区と国が「地区の契約」を結び、住民が決めた事業を国が実行する形にした,Programa Quiero Mi Barrio,チリ,全国（チリ全土）,全国の地区（出典に出る例はサンティアゴのウニダ・ベシナル・ポルターレス、サンタ・アドリアナ、ラス・ビニータスと、バルパライソのプエルタス・ネグラス）,,不明,住民が決める,住まいと暮らし（住宅・医療・福祉・子育て）,2006,,継続中,行政,住宅都市計画省（MINVU）。Bitácora Urbano Territorial（2021年）によれば、MINVU が2006年から全国570地区に入っている。規則は2007年の政令第14号で定められた（同）,hybrid,荒れた地区を国が選んで入る｜地区の契約を住民と結ぶ｜物理と社会の両方を同時にやる｜3つの段階に分けて進める｜公募で対象の市町村を選ぶ,2025,19,濃い,2006年に始まり、2007年の政令第14号で規則化された。2021年の論文は全国570地区に入ったとし、2025年4月にはビオビオ州で5つの市町村を選ぶ公募が開かれている。,,,6,http://revistas.unne.edu.ar/index.php/crn/article/view/935｜http://revistainvi.uchile.cl/index.php/INVI/article/view/1520｜https://www.revistareder.com/ojs/index.php/reder/article/view/35｜http://revistainvi.uchile.cl/index.php/INVI/article/view/1766｜http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-79132021000200283｜https://www.diarioconcepcion.cl/ciudad/2025/04/04/cinco-comunas-del-biobio-podran-adjudicarse-el-programa-quiero-mi-barrio-2025-conoce-quienes-pueden-postular.html,population_current｜population_scale｜funding_scale,https://assets.diarioconcepcion.cl/2025/04/Quiero-Mi-Barrio.jpeg,Diario Concepción,2026-08-19,https://yusu0326.github.io/terroir-site/p/cl-0002.html
co-0001,斜面の集落に、地下鉄と同じ運賃でつながるロープウェイを通した,Metrocable de Medellín,コロンビア,アンティオキア県,メデジン（北東部コムーナ1ほか）,2370000,25万超,歩けるようにする,交通・道路・駅,2004,,継続中,行政,Metro de Medellín（市などが出資する公共交通事業者）,hard,斜面の集落に索道を通した｜既存の地下鉄と乗り継げるようにした｜同じ運賃カードで乗れるようにした｜路線を段階的に5本まで増やした,2025,21,濃い,"2004年にK線が動き始め、2019年には5本目の路線が開業して、それまでに全線で1億4,450万人を運んだと報じられた。2024年6月にはポプラル駅で車両が落下する事故が起き、K線が止まった。2025年10月には定期の保守で運休している。",true,,4,https://www.elcolombiano.com/antioquia/en-medellin-ya-opera-la-quinta-linea-de-metrocable-MC10308747｜https://www.elcolombiano.com/medellin/accidente-metrocable-medellin-hipotesis-causas-que-paso-metrocable-NI24863385｜https://www.elcolombiano.com/medellin/metrocable-medellin-cuanto-tiempo-estara-suspendida-linea-k-CI24863144｜https://www.elcolombiano.com/medellin/metrocable-santo-domingo-mantenimiento-octubre-2025-GD30116167,funding_scale,https://estaticos.elcolombiano.com/binrepository/1280x871/0c76/1280d720/none/11101/MWQN/comuna-nororiental-de-medellin-m_49046045_20251020101155.jpg,El Colombiano,2026-08-17,https://yusu0326.github.io/terroir-site/p/co-0001.html
co-0002,丘の斜面の貧しい地区に図書館と広場をまとめた施設を建て、市の図書館網につないだ,Parques Biblioteca,コロンビア,アンティオキア県,メデジン市,2370000,25万超,誇りをつくる,学校・公共施設,2006,,継続中,行政,メデジン市。最初の1館は2006年12月31日に当時の市長セルヒオ・ファハルドが開いた,hard,丘の斜面の地区に建てた｜図書館と広場を1つにした｜市の図書館網に組み入れた｜講座や上映を常時開いた｜相談の窓口を後から足した,2026,20,濃い,最初の1館が開いたのは2006年12月31日である。2017年には4館が10年を迎え、2020年には市内26館が公開を再開し、2026年時点で市は年平均447万人の来館を挙げている。,true,,5,https://www.elcolombiano.com/cultura/10-anos-de-cultura-en-cada-rincon-de-medellin-BA5736157｜https://www.elcolombiano.com/antioquia/parques-biblioteca-en-medellin-mas-cultura-que-edificios-AA6938673｜https://www.elcolombiano.com/cultura/26-bibliotecas-publicas-de-medellin-abren-al-publico-GN13786426｜https://www.elcolombiano.com/generacion/edicion-del-mes/bibliotecas-de-medellin-una-red-de-cultura-a-piel-de-barrio-AA24246251｜https://www.elcolombiano.com/medellin/parques-biblioteca-refugio-para-mujeres-victimas-DL34845897,funding_scale,https://estaticos.elcolombiano.com/binrepository/1280x853/0c67/1280d720/none/11101/WPAA/bibliotecas_44872076_20240413162840.jpg,El Colombiano,2026-08-18,https://yusu0326.github.io/terroir-site/p/co-0002.html
